date,max_supply,total_supply,the_open_network_foundation,frozen,issued_supply,backers,the_locker,dns_locked,telegram,inactive_early_wallet,mining_smart_contracts,circulating_supply_first_principles,circulating_supply_api
2023-02-03,5078592323,5078592323,0,1081000000,3997592323,204000000,0,3400000,0,0,0,3790192323,3993028188
2023-02-04,5078660458,5078660458,0,1081000000,3997660458,204000000,0,3400000,0,0,0,3790260458,3993095831
2023-02-05,5078729168,5078729168,0,1081000000,3997729168,204000000,0,3400000,0,0,0,3790329168,3993164436
2023-02-06,5078798114,5078798114,0,1081000000,3997798114,204000000,0,3400000,0,0,0,3790398114,3993232647
2023-02-07,5078867245,5078867245,0,1081000000,3997867245,204000000,0,3400000,0,0,0,3790467245,3993301125
2023-02-08,5078936893,5078936893,0,1081000000,3997936893,204000000,0,3400000,0,0,0,3790536893,3993370155
2023-02-09,5079006717,5079006717,0,1081000000,3998006717,204000000,0,3400000,0,0,0,3790606717,3993439484
2023-02-10,5079075848,5079075848,0,1081000000,3998075848,204000000,0,3400000,0,0,0,3790675848,3993506945
2023-02-11,5079145397,5079145397,0,1081000000,3998145397,204000000,0,3400000,0,0,0,3790745397,3993575678
2023-02-12,5079215884,5079215884,0,1081000000,3998215884,204000000,0,3400000,0,0,0,3790815884,3993645573
2023-02-13,5079285964,5079285964,0,1081000000,3998285964,204000000,0,3400000,0,0,0,3790885964,3993715553
2023-02-14,5079355446,5079355446,0,1081000000,3998355446,204000000,0,3400000,0,0,0,3790955446,3993784507
2023-02-15,5079424683,5079424683,0,1081000000,3998424683,204000000,0,3400000,0,0,0,3791024683,3993853615
2023-02-16,5079493914,5079493914,0,1081000000,3998493914,204000000,0,3400000,0,0,0,3791093914,3993922592
2023-02-17,5079563432,5079563432,0,1081000000,3998563432,204000000,0,3400000,0,0,0,3791163432,3993991219
2023-02-18,5079632942,5079632942,0,1081000000,3998632942,204000000,0,3400000,0,0,0,3791232942,3994060415
2023-02-19,5079702182,5079702182,0,1081000000,3998702182,204000000,0,3400000,0,0,0,3791302182,3994129685
2023-02-20,5079771335,5079771335,0,1081000000,3998771335,204000000,0,3400000,0,0,0,3791371335,3994198575
2023-02-21,5079840826,5079840826,0,1081000000,3998840826,204000000,0,3400000,0,0,0,3791440826,3994285252
2023-02-22,5079910721,5079910721,0,1081000000,3998910721,204000000,0,3400000,0,0,0,3791510721,3994361981
2023-02-23,5079980301,5079980301,0,1081000000,3998980301,204000000,0,3400000,0,0,0,3791580301,3994425007
2023-02-24,5080050115,5080050115,0,1081000000,3999050115,204000000,0,3400000,0,0,0,3791650115,3994494801
2023-02-25,5080119153,5080119153,0,1081000000,3999119153,204000000,0,3400000,0,0,0,3791719153,3994563700
2023-02-26,5080187919,5080187919,0,1081000000,3999187919,204000000,0,3400000,0,0,0,3791787919,3994632403
2023-02-27,5080257779,5080257779,0,1081000000,3999257779,204000000,0,3400000,0,0,0,3791857779,3994699269
2023-02-28,5080328416,5080328416,0,1081000000,3999328416,204000000,0,3400000,0,0,0,3791928416,3994769744
2023-03-01,5080398663,5080398663,0,1081000000,3999398663,204000000,0,3400000,0,0,0,3791998663,3994839773
2023-03-02,5080468433,5080468433,0,1081000000,3999468433,204000000,0,3400000,0,0,0,3792068433,3994906002
2023-03-03,5080537721,5080537721,0,1081000000,3999537721,204000000,0,3400000,0,0,0,3792137721,3994975221
2023-03-04,5080607219,5080607219,0,1081000000,3999607219,204000000,0,3400000,0,0,0,3792207219,3995043655
2023-03-05,5080676914,5080676914,0,1081000000,3999676914,204000000,0,3400000,0,0,0,3792276914,3995112006
2023-03-06,5080746377,5080746377,0,1081000000,3999746377,204000000,0,3400000,0,0,0,3792346377,3995181261
2023-03-07,5080815940,5080815940,0,1081000000,3999815940,204000000,0,3400000,0,0,0,3792415940,3995250276
2023-03-08,5080885009,5080885009,0,1081000000,3999885009,204000000,0,3400000,0,0,0,3792485009,3995318953
2023-03-09,5080954997,5080954997,0,1081000000,3999954997,204000000,0,3400000,0,0,0,3792554997,3995388870
2023-03-10,5081023558,5081023558,0,1081000000,4000023558,204000000,0,3400000,0,0,0,3792623558,3995456866
2023-03-11,5081092759,5081092759,0,1081000000,4000092759,204000000,0,3400000,0,0,0,3792692759,3995524724
2023-03-12,5081161944,5081161944,0,1081000000,4000161944,204000000,0,3400000,0,0,0,3792761944,3995592888
2023-03-13,5081230800,5081230800,0,1081000000,4000230800,204000000,0,3400000,0,0,0,3792830800,3995661170
2023-03-14,5081299827,5081299827,0,1081000000,4000299827,204000000,0,3400000,0,0,0,3792899827,3995729589
2023-03-15,5081368316,5081368316,0,1081000000,4000368316,204000000,0,3400000,0,0,0,3792968316,3995797818
2023-03-16,5081436199,5081436199,0,1081000000,4000436199,204000000,0,3400000,0,0,0,3793036199,3995865210
2023-03-17,5081503285,5081503285,0,1081000000,4000503285,204000000,0,3400000,0,0,0,3793103285,3995932134
2023-03-18,5081570799,5081570799,0,1081000000,4000570799,204000000,0,3400000,0,0,0,3793170799,3995999570
2023-03-19,5081638777,5081638777,0,1081000000,4000638777,204000000,0,3400000,0,0,0,3793238777,3996061510
2023-03-20,5081705902,5081705902,0,1081000000,4000705902,204000000,0,3400000,0,0,0,3793305902,3996128519
2023-03-21,5081772689,5081772689,0,1081000000,4000772689,204000000,0,3400000,0,0,0,3793372689,3996195089
2023-03-22,5081838635,5081838635,0,1081000000,4000838635,204000000,0,3400000,0,0,0,3793438635,3996260651
2023-03-23,5081902884,5081902884,0,1081000000,4000902884,204000000,0,3400000,0,0,0,3793502884,3996324284
2023-03-24,5081966628,5081966628,0,1081000000,4000966628,204000000,0,3400000,0,0,0,3793566628,3996387931
2023-03-25,5082029709,5082029709,0,1081000000,4001029709,204000000,0,3400000,0,0,0,3793629709,3996450852
2023-03-26,5082092071,5082092071,0,1081000000,4001092071,204000000,0,3400000,0,0,0,3793692071,3996511511
2023-03-27,5082155094,5082155094,0,1081000000,4001155094,204000000,0,3400000,0,0,0,3793755094,3996574111
2023-03-28,5082217039,5082217039,0,1081000000,4001217039,204000000,0,3400000,0,0,0,3793817039,3996420441
2023-03-29,5082278495,5082278495,0,1081000000,4001278495,204000000,0,3400000,0,0,0,3793878495,3996481344
2023-03-30,5082339792,5082339792,0,1081000000,4001339792,204000000,0,3400000,0,0,0,3793939792,3996533079
2023-03-31,5082399979,5082399979,0,1081000000,4001399979,204000000,0,3400000,0,0,0,3793999979,3996592714
2023-04-01,5082459864,5082459864,0,1081000000,4001459864,204000000,0,3400000,0,0,0,3794059864,3996651185
2023-04-02,5082519082,5082519082,0,1081000000,4001519082,204000000,0,3400000,0,0,0,3794119082,3996710318
2023-04-03,5082578053,5082578053,0,1081000000,4001578053,204000000,0,3400000,0,0,0,3794178053,3996768590
2023-04-04,5082636385,5082636385,0,1081000000,4001636385,204000000,0,3400000,0,0,0,3794236385,3996825653
2023-04-05,5082695168,5082695168,0,1081000000,4001695168,204000000,0,3400000,0,0,0,3794295168,3996883897
2023-04-06,5082752967,5082752967,0,1081000000,4001752967,204000000,0,3400000,0,0,0,3794352967,3996941596
2023-04-07,5082811722,5082811722,0,1081000000,4001811722,204000000,0,3400000,0,0,0,3794411722,3997000318
2023-04-08,5082875014,5082875014,0,1081000000,4001875014,204000000,0,3400000,0,0,0,3794475014,3997063432
2023-04-09,5082939725,5082939725,0,1081000000,4001939725,204000000,0,3400000,0,0,0,3794539725,3997126650
2023-04-10,5083004957,5083004957,0,1081000000,4002004957,204000000,0,3400000,0,0,0,3794604957,3997191342
2023-04-11,5083069580,5083069580,0,1081000000,4002069580,204000000,0,3400000,0,0,0,3794669580,3997254998
2023-04-12,5083135166,5083135166,0,1081000000,4002135166,204000000,0,3400000,0,0,0,3794735166,3997320528
2023-04-13,5083203500,5083203500,0,1081000000,4002203500,204000000,0,3400000,0,0,0,3794803500,3997388773
2023-04-14,5083272102,5083272102,0,1081000000,4002272102,204000000,0,3400000,0,0,0,3794872102,3997456634
2023-04-15,5083340926,5083340926,0,1081000000,4002340926,204000000,0,3400000,0,0,0,3794940926,3997524891
2023-04-16,5083409996,5083409996,0,1081000000,4002409996,204000000,0,3400000,0,0,0,3795009996,3997593235
2023-04-17,5083479074,5083479074,0,1081000000,4002479074,204000000,0,3400000,0,0,0,3795079074,3997662022
2023-04-18,5083548601,5083548601,0,1081000000,4002548601,204000000,0,3400000,0,0,0,3795148601,3997731179
2023-04-19,5083618056,5083618056,0,1081000000,4002618056,204000000,0,3400000,0,0,0,3795218056,3997799369
2023-04-20,5083687407,5083687407,0,1081000000,4002687407,204000000,0,3400000,0,0,0,3795287407,3997848277
2023-04-21,5083757297,5083757297,0,1081000000,4002757297,204000000,0,3400000,0,0,0,3795357297,3997916909
2023-04-22,5083827273,5083827273,0,1081000000,4002827273,204000000,0,3400000,0,0,0,3795427273,3997985886
2023-04-23,5083897364,5083897364,0,1081000000,4002897364,204000000,0,3400000,0,0,0,3795497364,3998051011
2023-04-24,5083967738,5083967738,0,1081000000,4002967738,204000000,0,3400000,0,0,0,3795567738,3998120998
2023-04-25,5084037814,5084037814,0,1081000000,4003037814,204000000,0,3400000,0,0,0,3795637814,3998189075
2023-04-26,5084108300,5084108300,0,1081000000,4003108300,204000000,0,3400000,0,0,0,3795708300,3998259316
2023-04-27,5084178605,5084178605,0,1081000000,4003178605,204000000,0,3400000,0,0,0,3795778605,3998327016
2023-04-28,5084249063,5084249063,0,1081000000,4003249063,204000000,0,3400000,0,0,0,3795849063,3998395890
2023-04-29,5084318935,5084318935,0,1081000000,4003318935,204000000,0,3400000,0,0,0,3795918935,3998465128
2023-04-30,5084388864,5084388864,0,1081000000,4003388864,204000000,0,3400000,0,0,0,3795988864,3998534768
2023-05-01,5084458554,5084458554,0,1081000000,4003458554,204000000,0,3400000,0,0,0,3796058554,3998604183
2023-05-02,5084528126,5084528126,0,1081000000,4003528126,204000000,0,3400000,0,0,0,3796128126,3998673659
2023-05-03,5084597521,5084597521,0,1081000000,4003597521,204000000,0,3400000,0,0,0,3796197521,3948740767
2023-05-04,5084667026,5084667026,0,1081000000,4003667026,204000000,0,3400000,0,0,0,3796267026,3948808874
2023-05-05,5084736139,5084736139,0,1081000000,4003736139,204000000,0,3400000,0,0,0,3796336139,3948877696
2023-05-06,5084805708,5084805708,0,1081000000,4003805708,204000000,0,3400000,0,0,0,3796405708,3948947115
2023-05-07,5084875496,5084875496,0,1081000000,4003875496,204000000,0,3400000,0,0,0,3796475496,3949016369
2023-05-08,5084945164,5084945164,0,1081000000,4003945164,204000000,0,3400000,0,0,0,3796545164,3949085890
2023-05-09,5085014861,5085014861,0,1081000000,4004014861,204000000,0,3400000,0,0,0,3796614861,3949155576
2023-05-10,5085084495,5085084495,0,1081000000,4004084495,204000000,0,3400000,0,0,0,3796684495,3949225139
2023-05-11,5085153952,5085153952,0,1081000000,4004153952,204000000,0,3400000,0,0,0,3796753952,3949294437
2023-05-12,5085223611,5085223611,0,1081000000,4004223611,204000000,0,3400000,0,0,0,3796823611,3949359690
2023-05-13,5085293356,5085293356,0,1081000000,4004293356,204000000,0,3400000,0,0,0,3796893356,3949428866
2023-05-14,5085363143,5085363143,0,1081000000,4004363143,204000000,0,3400000,0,0,0,3796963143,3949498504
2023-05-15,5085432600,5085432600,0,1081000000,4004432600,204000000,0,3400000,0,0,0,3797032600,3949566806
2023-05-16,5085501673,5085501673,0,1081000000,4004501673,204000000,0,3400000,0,0,0,3797101673,3949635334
2023-05-17,5085571203,5085571203,0,1081000000,4004571203,204000000,0,3400000,0,0,0,3797171203,3949699791
2023-05-18,5085640726,5085640726,0,1081000000,4004640726,204000000,0,3400000,0,0,0,3797240726,3949768711
2023-05-19,5085710705,5085710705,0,1081000000,4004710705,204000000,0,3400000,0,0,0,3797310705,3949837990
2023-05-20,5085780936,5085780936,0,1081000000,4004780936,204000000,0,3400000,0,0,0,3797380936,3949906816
2023-05-21,5085851383,5085851383,0,1081000000,4004851383,204000000,0,3400000,0,0,0,3797451383,3949977030
2023-05-22,5085921809,5085921809,0,1081000000,4004921809,204000000,0,3400000,0,0,0,3797521809,3950046483
2023-05-23,5085992067,5085992067,0,1081000000,4004992067,204000000,0,3400000,0,0,0,3797592067,3950115026
2023-05-24,5086062142,5086062142,0,1081000000,4005062142,204000000,0,3400000,0,0,0,3797662142,3950183897
2023-05-25,5086132553,5086132553,0,1081000000,4005132553,204000000,0,3400000,0,0,0,3797732553,3950252212
2023-05-26,5086203052,5086203052,0,1081000000,4005203052,204000000,0,3400000,0,0,0,3797803052,3950319755
2023-05-27,5086273252,5086273252,0,1081000000,4005273252,204000000,0,3400000,0,0,0,3797873252,3950389413
2023-05-28,5086344235,5086344235,0,1081000000,4005344235,204000000,0,3400000,0,0,0,3797944235,3950459062
2023-05-29,5086414496,5086414496,0,1081000000,4005414496,204000000,0,3400000,0,0,0,3798014496,3950528593
2023-05-30,5086484820,5086484820,0,1081000000,4005484820,204000000,0,3400000,0,0,0,3798084820,3950597978
2023-05-31,5086555188,5086555188,0,1081000000,4005555188,204000000,0,3400000,0,0,0,3798155188,3950666813
2023-06-01,5086625542,5086625542,0,1081000000,4005625542,204000000,0,3400000,0,0,0,3798225542,3950736852
2023-06-02,5086695647,5086695647,0,1081000000,4005695647,204000000,0,3400000,0,0,0,3798295647,3950805486
2023-06-03,5086766387,5086766387,0,1081000000,4005766387,204000000,0,3400000,0,0,0,3798366387,3950874470
2023-06-04,5086837349,5086837349,0,1081000000,4005837349,204000000,0,3400000,0,0,0,3798437349,3950942396
2023-06-05,5086908119,5086908119,0,1081000000,4005908119,204000000,0,3400000,0,0,0,3798508119,3951008776
2023-06-06,5086978621,5086978621,0,1081000000,4005978621,204000000,0,3400000,0,0,0,3798578621,3951077940
2023-06-07,5087049499,5087049499,0,1081000000,4006049499,204000000,0,3400000,0,0,0,3798649499,3951146476
2023-06-08,5087120323,5087120323,0,1081000000,4006120323,204000000,0,3400000,0,0,0,3798720323,3951216632
2023-06-09,5087191079,5087191079,0,1081000000,4006191079,204000000,0,3400000,0,0,0,3798791079,3951286620
2023-06-10,5087262156,5087262156,0,1081000000,4006262156,204000000,0,3400000,0,0,0,3798862156,3951356555
2023-06-11,5087332842,5087332842,0,1081000000,4006332842,204000000,0,3400000,0,0,0,3798932842,3951421079
2023-06-12,5087403673,5087403673,0,1081000000,4006403673,204000000,0,3400000,0,0,0,3799003673,3951489231
2023-06-13,5087474446,5087474446,0,1081000000,4006474446,204000000,0,3400000,0,0,0,3799074446,3951559499
2023-06-14,5087544957,5087544957,0,1081000000,4006544957,204000000,0,3400000,0,0,0,3799144957,3951628747
2023-06-15,5087615171,5087615171,0,1081000000,4006615171,204000000,0,3400000,0,0,0,3799215171,3951697448
2023-06-16,5087685097,5087685097,0,1081000000,4006685097,204000000,0,3400000,0,0,0,3799285097,3951762878
2023-06-17,5087755140,5087755140,0,1081000000,4006755140,204000000,0,3400000,0,0,0,3799355140,3951831255
2023-06-18,5087822707,5087822707,0,1081000000,4006822707,204000000,0,3400000,0,0,0,3799422707,3951895625
2023-06-19,5087893417,5087893417,0,1081000000,4006893417,204000000,0,3400000,0,0,0,3799493417,3951966072
2023-06-20,5087964121,5087964121,0,1081000000,4006964121,204000000,0,3400000,0,0,0,3799564121,3952033922
2023-06-21,5088034841,5088034841,0,1081000000,4007034841,204000000,0,3400000,0,0,0,3799634841,3952103621
2023-06-22,5088105834,5088105834,0,1081000000,4007105834,204000000,0,3400000,0,0,0,3799705834,3952169726
2023-06-23,5088176561,5088176561,0,1081000000,4007176561,204000000,0,3400000,0,0,0,3799776561,3952239973
2023-06-24,5088247276,5088247276,0,1081000000,4007247276,204000000,0,3400000,0,0,0,3799847276,3952310149
2023-06-25,5088318236,5088318236,0,1081000000,4007318236,204000000,0,3400000,0,0,0,3799918236,3952380502
2023-06-26,5088388958,5088388958,0,1081000000,4007388958,204000000,0,3400000,0,0,0,3799988958,3952449213
2023-06-27,5088459552,5088459552,0,1081000000,4007459552,204000000,0,3400000,0,0,0,3800059552,3952515483
2023-06-28,5088529946,5088529946,0,1081000000,4007529946,204000000,0,3400000,0,0,0,3800129946,3952584328
2023-06-29,5088600067,5088600067,0,1081000000,4007600067,204000000,0,3400000,0,0,0,3800200067,3952652771
2023-06-30,5088670840,5088670840,0,1081000000,4007670840,204000000,0,3400000,0,0,0,3800270840,3952720727
2023-07-01,5088740991,5088740991,0,1081000000,4007740991,204000000,0,3400000,0,0,0,3800340991,3952787251
2023-07-02,5088810403,5088810403,0,1081000000,4007810403,204000000,0,3400000,0,0,0,3800410403,3952855939
2023-07-03,5088879619,5088879619,0,1081000000,4007879619,204000000,0,3400000,0,0,0,3800479619,3952924155
2023-07-04,5088948428,5088948428,0,1081000000,4007948428,204000000,0,3400000,0,0,0,3800548428,3952992577
2023-07-05,5089017482,5089017482,0,1081000000,4008017482,204000000,0,3400000,0,0,0,3800617482,3953060668
2023-07-06,5089086196,5089086196,0,1081000000,4008086196,204000000,0,3400000,0,0,0,3800686196,3953128434
2023-07-07,5089155204,5089155204,0,1081000000,4008155204,204000000,0,3400000,0,0,0,3800755204,3953195949
2023-07-08,5089223368,5089223368,0,1081000000,4008223368,204000000,0,3400000,0,0,0,3800823368,3953257385
2023-07-09,5089292087,5089292087,0,1081000000,4008292087,204000000,0,3400000,0,0,0,3800892087,3953316588
2023-07-10,5089360232,5089360232,0,1081000000,4008360232,204000000,0,3400000,0,0,0,3800960232,3953383263
2023-07-11,5089428930,5089428930,0,1081000000,4008428930,204000000,0,3400000,0,0,0,3801028930,3953447874
2023-07-12,5089497889,5089497889,0,1081000000,4008497889,204000000,0,3400000,0,0,0,3801097889,3953365823
2023-07-13,5089566399,5089566399,0,1081000000,4008566399,204000000,0,3400000,0,0,0,3801166399,3952863134
2023-07-14,5089634771,5089634771,0,1081000000,4008634771,204000000,0,3400000,0,0,0,3801234771,3952923093
2023-07-15,5089702647,5089702647,0,1081000000,4008702647,204000000,0,3400000,0,0,0,3801302647,3952987195
2023-07-16,5089771111,5089771111,0,1081000000,4008771111,204000000,0,3400000,0,0,0,3801371111,3952995496
2023-07-17,5089839902,5089839902,0,1081000000,4008839902,204000000,0,3400000,0,0,0,3801439902,3953062345
2023-07-18,5089908410,5089908410,0,1081000000,4008908410,204000000,0,3400000,0,0,0,3801508410,3953091999
2023-07-19,5089976754,5089976754,0,1081000000,4008976754,204000000,0,3400000,0,0,0,3801576754,3953148857
2023-07-20,5090045602,5090045602,0,1081000000,4009045602,204000000,0,3400000,0,0,0,3801645602,3953204468
2023-07-21,5090114293,5090114293,0,1081000000,4009114293,204000000,0,3400000,0,0,0,3801714293,3953216493
2023-07-22,5090182807,5090182807,0,1081000000,4009182807,204000000,0,3400000,0,0,0,3801782807,3953280668
2023-07-23,5090252204,5090252204,0,1081000000,4009252204,204000000,0,3400000,0,0,0,3801852204,3953344304
2023-07-24,5090321626,5090321626,0,1081000000,4009321626,204000000,0,3400000,0,0,0,3801921626,3953411137
2023-07-25,5090390663,5090390663,0,1081000000,4009390663,204000000,0,3400000,0,0,0,3801990663,3953470356
2023-07-26,5090459291,5090459291,0,1081000000,4009459291,204000000,0,3400000,0,0,0,3802059291,3953530145
2023-07-27,5090528611,5090528611,0,1081000000,4009528611,204000000,0,3400000,0,0,0,3802128611,3953597979
2023-07-28,5090597832,5090597832,0,1081000000,4009597832,204000000,0,3400000,0,0,0,3802197832,3953654132
2023-07-29,5090667082,5090667082,0,1081000000,4009667082,204000000,0,3400000,0,0,0,3802267082,3953687870
2023-07-30,5090737111,5090737111,0,1081000000,4009737111,204000000,0,3400000,0,0,0,3802337111,3953725376
2023-07-31,5090806813,5090806813,0,1081000000,4009806813,204000000,0,3400000,0,0,0,3802406813,3953763651
2023-08-01,5090876744,5090876744,0,1081000000,4009876744,204000000,0,3400000,0,0,0,3802476744,3953827376
2023-08-02,5090946751,5090946751,0,1081000000,4009946751,204000000,0,3400000,0,0,0,3802546751,3953856394
2023-08-03,5091016662,5091016662,0,1081000000,4010016662,204000000,0,3400000,0,0,0,3802616662,3953919882
2023-08-04,5091086423,5091086423,0,1081000000,4010086423,204000000,0,3400000,0,0,0,3802686423,3953987448
2023-08-05,5091156146,5091156146,0,1081000000,4010156146,204000000,0,3400000,0,0,0,3802756146,3954055819
2023-08-06,5091226172,5091226172,0,1081000000,4010226172,204000000,0,3400000,0,0,0,3802826172,3954123299
2023-08-07,5091295931,5091295931,0,1081000000,4010295931,204000000,0,3400000,0,0,0,3802895931,3954191144
2023-08-08,5091365548,5091365548,0,1081000000,4010365548,204000000,0,3400000,0,0,0,3802965548,3954141951
2023-08-09,5091434666,5091434666,0,1081000000,4010434666,204000000,0,3400000,0,0,0,3803034666,3954053187
2023-08-10,5091503993,5091503993,0,1081000000,4010503993,204000000,0,3400000,0,0,0,3803103993,3954116924
2023-08-11,5091572946,5091572946,0,1081000000,4010572946,204000000,0,3400000,0,0,0,3803172946,3954161864
2023-08-12,5091642958,5091642958,0,1081000000,4010642958,204000000,0,3400000,0,0,0,3803242958,3954208731
2023-08-13,5091713187,5091713187,0,1081000000,4010713187,204000000,0,3400000,0,0,0,3803313187,3954275460
2023-08-14,5091782806,5091782806,0,1081000000,4010782806,204000000,0,3400000,0,0,0,3803382806,3954342708
2023-08-15,5091852161,5091852161,0,1081000000,4010852161,204000000,0,3400000,0,0,0,3803452161,3954391086
2023-08-16,5091921794,5091921794,0,1081000000,4010921794,204000000,0,3400000,0,0,0,3803521794,3954433084
2023-08-17,5091989897,5091989897,0,1081000000,4010989897,204000000,0,3400000,0,0,0,3803589897,3954427685
2023-08-18,5092057846,5092057846,0,1081000000,4011057846,204000000,0,3400000,0,0,0,3803657846,3954392039
2023-08-19,5092125967,5092125967,0,1081000000,4011125967,204000000,0,3400000,0,0,0,3803725967,3954458867
2023-08-20,5092194124,5092194124,0,1081000000,4011194124,204000000,0,3400000,0,0,0,3803794124,3954458116
2023-08-21,5092262536,5092262536,0,1081000000,4011262536,204000000,0,3400000,0,0,0,3803862536,3954505714
2023-08-22,5092330935,5092330935,0,1081000000,4011330935,204000000,0,3400000,0,0,0,3803930935,3954572713
2023-08-23,5092399246,5092399246,0,1081000000,4011399246,204000000,0,3400000,0,0,0,3803999246,3954637172
2023-08-24,5092467913,5092467913,0,1081000000,4011467913,204000000,0,3400000,0,0,0,3804067913,3954703384
2023-08-25,5092536516,5092536516,0,1081000000,4011536516,204000000,0,3400000,0,0,0,3804136516,3954766452
2023-08-26,5092605257,5092605257,0,1081000000,4011605257,204000000,0,3400000,0,0,0,3804205257,3954832357
2023-08-27,5092673837,5092673837,0,1081000000,4011673837,204000000,0,3400000,0,0,0,3804273837,3954899064
2023-08-28,5092742433,5092742433,0,1081000000,4011742433,204000000,0,3400000,0,0,0,3804342433,3954966082
2023-08-29,5092810606,5092810606,0,1081000000,4011810606,204000000,0,3400000,0,0,0,3804410606,3955032333
2023-08-30,5092878380,5092878380,0,1081000000,4011878380,204000000,0,3400000,0,0,0,3804478380,3955098165
2023-08-31,5092945656,5092945656,0,1081000000,4011945656,204000000,0,3400000,0,0,0,3804545656,3955162638
2023-09-01,5093013149,5093013149,0,1081000000,4012013149,204000000,0,3400000,0,0,0,3804613149,3955229127
2023-09-02,5093080552,5093080552,0,1081000000,4012080552,204000000,0,3400000,0,0,0,3804680552,3955294201
2023-09-03,5093148122,5093148122,0,1081000000,4012148122,204000000,0,3400000,0,0,0,3804748122,3955349978
2023-09-04,5093215823,5093215823,0,1081000000,4012215823,204000000,0,3400000,0,0,0,3804815823,3955416097
2023-09-05,5093283405,5093283405,0,1081000000,4012283405,204000000,0,3400000,0,0,0,3804883405,3955482060
2023-09-06,5093351661,5093351661,0,1081000000,4012351661,204000000,0,3400000,0,0,0,3804951661,3955549065
2023-09-07,5093419094,5093419094,0,1081000000,4012419094,204000000,0,3400000,0,0,0,3805019094,3955614974
2023-09-08,5093486666,5093486666,0,1081000000,4012486666,204000000,0,3400000,0,0,0,3805086666,3951108024
2023-09-09,5093554046,5093554046,0,1081000000,4012554046,204000000,0,3400000,0,0,0,3805154046,3945016580
2023-09-10,5093622156,5093622156,0,1081000000,4012622156,204000000,0,3400000,0,0,0,3805222156,3943582713
2023-09-11,5093690441,5093690441,0,1081000000,4012690441,204000000,0,3400000,0,0,0,3805290441,3898047642
2023-09-12,5093757909,5093757909,0,1081000000,4012757909,204000000,0,3400000,0,0,0,3805357909,3815916673
2023-09-13,5093825259,5093825259,0,1081000000,4012825259,204000000,0,3400000,0,0,0,3805425259,3631706470
2023-09-14,5093891724,5093891724,0,1081000000,4012891724,204000000,0,3400000,0,0,0,3805491724,3608266000
2023-09-15,5093957425,5093957425,0,1081000000,4012957425,204000000,0,3400000,0,0,0,3805557425,3588329454
2023-09-16,5094022482,5094022482,0,1081000000,4013022482,204000000,0,3400000,0,0,0,3805622482,3511147226
2023-09-17,5094088177,5094088177,0,1081000000,4013088177,204000000,0,3400000,0,0,0,3805688177,3444199359
2023-09-18,5094154106,5094154106,0,1081000000,4013154106,204000000,0,3400000,0,0,0,3805754106,3443363910
2023-09-19,5094220022,5094220022,0,1081000000,4013220022,204000000,0,3400000,0,0,0,3805820022,3428241754
2023-09-20,5094285398,5094285398,0,1081000000,4013285398,204000000,0,3400000,0,0,0,3805885398,3428304445
2023-09-21,5094351944,5094351944,0,1081000000,4013351944,204000000,0,3400000,0,0,0,3805951944,3391256384
2023-09-22,5094418422,5094418422,0,1081000000,4013418422,204000000,0,3400000,0,0,0,3806018422,3376318713
2023-09-23,5094485063,5094485063,0,1081000000,4013485063,204000000,0,3400000,0,0,0,3806085063,3375584012
2023-09-24,5094552156,5094552156,0,1081000000,4013552156,204000000,0,3400000,0,0,0,3806152156,3375649656
2023-09-25,5094619394,5094619394,0,1081000000,4013619394,204000000,0,3400000,0,0,0,3806219394,3350713356
2023-09-26,5094686182,5094686182,0,1081000000,4013686182,204000000,0,3400000,0,0,0,3806286182,3350774169
2023-09-27,5094752457,5094752457,0,1081000000,4013752457,204000000,0,3400000,0,0,0,3806352457,3350838130
2023-09-28,5094819649,5094819649,0,1081000000,4013819649,204000000,0,3400000,0,0,0,3806419649,3350904009
2023-09-29,5094886788,5094886788,0,1081000000,4013886788,204000000,0,3400000,0,0,0,3806486788,3259969904
2023-09-30,5094953846,5094953846,0,1081000000,4013953846,204000000,0,3400000,0,0,0,3806553846,3260035695
2023-10-01,5095021772,5095021772,0,1081000000,4014021772,204000000,0,3400000,0,0,0,3806621772,3260097490
2023-10-02,5095089404,5095089404,0,1081000000,4014089404,204000000,0,3400000,0,0,0,3806689404,3260162001
2023-10-03,5095156840,5095156840,0,1081000000,4014156840,204000000,0,3400000,0,0,0,3806756840,3234386406
2023-10-04,5095224058,5095224058,0,1081000000,4014224058,204000000,0,3400000,0,0,0,3806824058,3204451402
2023-10-05,5095289954,5095289954,0,1081000000,4014289954,204000000,0,3400000,0,0,0,3806889954,3203016448
2023-10-06,5095354198,5095354198,0,1081000000,4014354198,204000000,0,3400000,0,0,0,3806954198,3180079496
2023-10-07,5095418500,5095418500,0,1081000000,4014418500,204000000,0,3400000,0,0,0,3807018500,3165142502
2023-10-08,5095482794,5095482794,0,1081000000,4014482794,204000000,0,3400000,0,0,0,3807082794,3137201710
2023-10-09,5095545153,5095545153,0,1081000000,4014545153,204000000,0,3400000,0,0,0,3807145153,3109261251
2023-10-10,5095608455,5095608455,0,1081000000,4014608455,204000000,0,3400000,0,0,0,3807208455,3081536210
2023-10-11,5095671079,5095671079,0,1081000000,4014671079,204000000,0,3400000,0,0,0,3807271079,3073257430
2023-10-12,5095733879,5095733879,0,1081000000,4014733879,204000000,0,3400000,0,0,0,3807333879,2972781266
