DATE,PUBLIC_DISTRIBUTION_DAILY,FLARE_LABS_DAILY,FLARE_VC_FUND_DAILY,FLARE_FOUNDATION_DAILY,FOUNDING_TEAM_DAILY,REST_TEAM_ADVISORS_DAILY,BACKERS_DAILY,BURNS_DAILY,TOTAL_UNLOCKS_DAILY,FOUNDATION_UNLOCKS_DAILY,CUMULATIVE_FOUNDATION_UNLOCKS,TEAM_UNLOCKS_DAILY,CUMULATIVE_TEAM_UNLOCKS,NET_SUPPLY_CHANGE,CUMULATIVE_INFLATION,CUMULATIVE_UNLOCKS,CUMULATIVE_BURNS
2024-12-23,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34706699302.419241,19656283.064516,20561417080.967705,56374258.774194,0,55268116383.386946,1092771686.774268
2024-12-24,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34745555774.580531,19656283.064516,20581073364.032221,56374258.774194,0,55326629138.612752,1094910183.225881
2024-12-25,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34784412246.741821,19656283.064516,20600729647.096737,56374258.774194,0,55385141893.838558,1097048679.677494
2024-12-26,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34823268718.903111,19656283.064516,20620385930.161253,56374258.774194,0,55443654649.064364,1099187176.129107
2024-12-27,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34862125191.064401,19656283.064516,20640042213.225769,56374258.774194,0,55502167404.290170,1101325672.580720
2024-12-28,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34900981663.225691,19656283.064516,20659698496.290285,56374258.774194,0,55560680159.515976,1103464169.032333
2024-12-29,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34939838135.386981,19656283.064516,20679354779.354801,56374258.774194,0,55619192914.741782,1105602665.483946
2024-12-30,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,34978694607.548271,19656283.064516,20699011062.419317,56374258.774194,0,55677705669.967588,1107741161.935559
2024-12-31,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35017551079.709561,19656283.064516,20718667345.483833,56374258.774194,0,55736218425.193394,1109879658.387172
2025-01-01,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35056407551.870851,19656283.064516,20738323628.548349,56374258.774194,0,55794731180.419200,1112018154.838785
2025-01-02,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35095264024.032141,19656283.064516,20757979911.612865,56374258.774194,0,55853243935.645006,1114156651.290398
2025-01-03,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35134120496.193431,19656283.064516,20777636194.677381,56374258.774194,0,55911756690.870812,1116295147.742011
2025-01-04,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35172976968.354721,19656283.064516,20797292477.741897,56374258.774194,0,55970269446.096618,1118433644.193624
2025-01-05,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35211833440.516011,19656283.064516,20816948760.806413,56374258.774194,0,56028782201.322424,1120572140.645237
2025-01-06,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35250689912.677301,19656283.064516,20836605043.870929,56374258.774194,0,56087294956.548230,1122710637.096850
2025-01-07,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,35289546384.838591,19656283.064516,20856261326.935445,56374258.774194,0,56145807711.774036,1124849133.548463
