DATE,PUBLIC_DISTRIBUTION_DAILY,FLARE_LABS_DAILY,FLARE_VC_FUND_DAILY,FLARE_FOUNDATION_DAILY,FOUNDING_TEAM_DAILY,REST_TEAM_ADVISORS_DAILY,BACKERS_DAILY,BURNS_DAILY,TOTAL_UNLOCKS_DAILY,FOUNDATION_UNLOCKS_DAILY,CUMULATIVE_FOUNDATION_UNLOCKS,TEAM_UNLOCKS_DAILY,CUMULATIVE_TEAM_UNLOCKS,NET_SUPPLY_CHANGE,CUMULATIVE_INFLATION,CUMULATIVE_UNLOCKS,CUMULATIVE_BURNS
2024-07-08,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,28101099034.999921,20311492.500000,17219848959.999977,58253400.733333,0,45320947994.999898,729227290.000044
2024-07-09,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28139955507.161211,19656283.064516,17239505243.064493,56374258.774194,0,45379460750.225704,731365786.451657
2024-07-10,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28178811979.322501,19656283.064516,17259161526.129009,56374258.774194,0,45437973505.451510,733504282.903270
2024-07-11,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28217668451.483791,19656283.064516,17278817809.193525,56374258.774194,0,45496486260.677316,735642779.354883
2024-07-12,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28256524923.645081,19656283.064516,17298474092.258041,56374258.774194,0,45554999015.903122,737781275.806496
2024-07-13,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28295381395.806371,19656283.064516,17318130375.322557,56374258.774194,0,45613511771.128928,739919772.258109
2024-07-14,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28334237867.967661,19656283.064516,17337786658.387073,56374258.774194,0,45672024526.354734,742058268.709722
2024-07-15,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28373094340.128951,19656283.064516,17357442941.451589,56374258.774194,0,45730537281.580540,744196765.161335
2024-07-16,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28411950812.290241,19656283.064516,17377099224.516105,56374258.774194,0,45789050036.806346,746335261.612948
2024-07-17,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28450807284.451531,19656283.064516,17396755507.580621,56374258.774194,0,45847562792.032152,748473758.064561
2024-07-18,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28489663756.612821,19656283.064516,17416411790.645137,56374258.774194,0,45906075547.257958,750612254.516174
2024-07-19,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28528520228.774111,19656283.064516,17436068073.709653,56374258.774194,0,45964588302.483764,752750750.967787
2024-07-20,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28567376700.935401,19656283.064516,17455724356.774169,56374258.774194,0,46023101057.709570,754889247.419400
2024-07-21,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28606233173.096691,19656283.064516,17475380639.838685,56374258.774194,0,46081613812.935376,757027743.871013
2024-07-22,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28645089645.257981,19656283.064516,17495036922.903201,56374258.774194,0,46140126568.161182,759166240.322626
2024-07-23,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28683946117.419271,19656283.064516,17514693205.967717,56374258.774194,0,46198639323.386988,761304736.774239
2024-07-24,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,28722802589.580561,19656283.064516,17534349489.032233,56374258.774194,0,46257152078.612794,763443233.225852
2025-09-21,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45486779895.699835,20311492.500000,26014725212.499937,58253400.733333,0,71501505108.199772,1686061885.666794
2025-09-22,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45526931583.599835,20311492.500000,26035036704.999937,58253400.733333,0,71561968288.599772,1688271665.333461
2025-09-23,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45567083271.499835,20311492.500000,26055348197.499937,58253400.733333,0,71622431468.999772,1690481445.000128
2025-09-24,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45607234959.399835,20311492.500000,26075659689.999937,58253400.733333,0,71682894649.399772,1692691224.666795
2025-09-25,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45647386647.299835,20311492.500000,26095971182.499937,58253400.733333,0,71743357829.799772,1694901004.333462
2025-09-26,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45687538335.199835,20311492.500000,26116282674.999937,58253400.733333,0,71803821010.199772,1697110784.000129
2025-09-27,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45727690023.099835,20311492.500000,26136594167.499937,58253400.733333,0,71864284190.599772,1699320563.666796
2025-09-28,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45767841710.999835,20311492.500000,26156905659.999937,58253400.733333,0,71924747370.999772,1701530343.333463
2025-09-29,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45807993398.899835,20311492.500000,26177217152.499937,58253400.733333,0,71985210551.399772,1703740123.000130
2025-09-30,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45848145086.799835,20311492.500000,26197528644.999937,58253400.733333,0,72045673731.799772,1705949902.666797
2025-10-01,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45888296774.699835,20311492.500000,26217840137.499937,58253400.733333,0,72106136912.199772,1708159682.333464
2025-10-02,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45928448462.599835,20311492.500000,26238151629.999937,58253400.733333,0,72166600092.599772,1710369462.000131
2025-10-03,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,45968600150.499835,20311492.500000,26258463122.499937,58253400.733333,0,72227063272.999772,1712579241.666798
2025-10-04,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,46008751838.399835,20311492.500000,26278774614.999937,58253400.733333,0,72287526453.399772,1714789021.333465
2025-10-05,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,46048903526.299835,20311492.500000,26299086107.499937,58253400.733333,0,72347989633.799772,1716998801.000132
2025-10-06,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,46089055214.199835,20311492.500000,26319397599.999937,58253400.733333,0,72408452814.199772,1719208580.666799
2025-10-07,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,46129206902.099835,20311492.500000,26339709092.499937,58253400.733333,0,72468915994.599772,1721418360.333466
2025-10-08,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,46169358589.999835,20311492.500000,26360020584.999937,58253400.733333,0,72529379174.999772,1723628140.000133
2025-10-09,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46208215062.161125,19656283.064516,26379676868.064453,56374258.774194,0,72587891930.225578,1725766636.451746
2025-10-10,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46247071534.322415,19656283.064516,26399333151.128969,56374258.774194,0,72646404685.451384,1727905132.903359
2025-10-11,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46285928006.483705,19656283.064516,26418989434.193485,56374258.774194,0,72704917440.677190,1730043629.354972
2025-10-12,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46324784478.644995,19656283.064516,26438645717.258001,56374258.774194,0,72763430195.902996,1732182125.806585
2025-10-13,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46363640950.806285,19656283.064516,26458302000.322517,56374258.774194,0,72821942951.128802,1734320622.258198
2025-10-14,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46402497422.967575,19656283.064516,26477958283.387033,56374258.774194,0,72880455706.354608,1736459118.709811
2025-10-15,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46441353895.128865,19656283.064516,26497614566.451549,56374258.774194,0,72938968461.580414,1738597615.161424
2025-10-16,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46480210367.290155,19656283.064516,26517270849.516065,56374258.774194,0,72997481216.806220,1740736111.613037
2025-10-17,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46519066839.451445,19656283.064516,26536927132.580581,56374258.774194,0,73055993972.032026,1742874608.064650
2025-10-18,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46557923311.612735,19656283.064516,26556583415.645097,56374258.774194,0,73114506727.257832,1745013104.516263
2025-10-19,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46596779783.774025,19656283.064516,26576239698.709613,56374258.774194,0,73173019482.483638,1747151600.967876
2025-10-20,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46635636255.935315,19656283.064516,26595895981.774129,56374258.774194,0,73231532237.709444,1749290097.419489
2025-10-21,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46674492728.096605,19656283.064516,26615552264.838645,56374258.774194,0,73290044992.935250,1751428593.871102
2025-10-22,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46713349200.257895,19656283.064516,26635208547.903161,56374258.774194,0,73348557748.161056,1753567090.322715
2025-10-23,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46752205672.419185,19656283.064516,26654864830.967677,56374258.774194,0,73407070503.386862,1755705586.774328
2025-10-24,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46791062144.580475,19656283.064516,26674521114.032193,56374258.774194,0,73465583258.612668,1757844083.225941
2025-10-25,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46829918616.741765,19656283.064516,26694177397.096709,56374258.774194,0,73524096013.838474,1759982579.677554
2025-10-26,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46868775088.903055,19656283.064516,26713833680.161225,56374258.774194,0,73582608769.064280,1762121076.129167
2025-10-27,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46907631561.064345,19656283.064516,26733489963.225741,56374258.774194,0,73641121524.290086,1764259572.580780
2025-10-28,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46946488033.225635,19656283.064516,26753146246.290257,56374258.774194,0,73699634279.515892,1766398069.032393
2025-10-29,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,46985344505.386925,19656283.064516,26772802529.354773,56374258.774194,0,73758147034.741698,1768536565.484006
2025-10-30,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47024200977.548215,19656283.064516,26792458812.419289,56374258.774194,0,73816659789.967504,1770675061.935619
2025-10-31,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47063057449.709505,19656283.064516,26812115095.483805,56374258.774194,0,73875172545.193310,1772813558.387232
2025-11-01,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47101913921.870795,19656283.064516,26831771378.548321,56374258.774194,0,73933685300.419116,1774952054.838845
2025-11-02,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47140770394.032085,19656283.064516,26851427661.612837,56374258.774194,0,73992198055.644922,1777090551.290458
2025-11-03,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47179626866.193375,19656283.064516,26871083944.677353,56374258.774194,0,74050710810.870728,1779229047.742071
2025-11-04,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47218483338.354665,19656283.064516,26890740227.741869,56374258.774194,0,74109223566.096534,1781367544.193684
2025-11-05,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47257339810.515955,19656283.064516,26910396510.806385,56374258.774194,0,74167736321.322340,1783506040.645297
2025-11-06,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47296196282.677245,19656283.064516,26930052793.870901,56374258.774194,0,74226249076.548146,1785644537.096910
2025-11-07,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47335052754.838535,19656283.064516,26949709076.935417,56374258.774194,0,74284761831.773952,1787783033.548523
2025-11-08,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,47373909226.999825,19656283.064516,26969365359.999933,56374258.774194,0,74343274586.999758,1789921530.000136
2025-11-09,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47414060914.899825,20311492.500000,26989676852.499933,58253400.733333,0,74403737767.399758,1792131309.666803
2025-11-10,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47454212602.799825,20311492.500000,27009988344.999933,58253400.733333,0,74464200947.799758,1794341089.333470
2025-11-11,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47494364290.699825,20311492.500000,27030299837.499933,58253400.733333,0,74524664128.199758,1796550869.000137
2025-11-12,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47534515978.599825,20311492.500000,27050611329.999933,58253400.733333,0,74585127308.599758,1798760648.666804
2025-11-13,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47574667666.499825,20311492.500000,27070922822.499933,58253400.733333,0,74645590488.999758,1800970428.333471
2025-11-14,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47614819354.399825,20311492.500000,27091234314.999933,58253400.733333,0,74706053669.399758,1803180208.000138
2025-11-15,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47654971042.299825,20311492.500000,27111545807.499933,58253400.733333,0,74766516849.799758,1805389987.666805
2025-11-16,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47695122730.199825,20311492.500000,27131857299.999933,58253400.733333,0,74826980030.199758,1807599767.333472
2025-11-17,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47735274418.099825,20311492.500000,27152168792.499933,58253400.733333,0,74887443210.599758,1809809547.000139
2025-11-18,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47775426105.999825,20311492.500000,27172480284.999933,58253400.733333,0,74947906390.999758,1812019326.666806
2025-11-19,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47815577793.899825,20311492.500000,27192791777.499933,58253400.733333,0,75008369571.399758,1814229106.333473
2025-11-20,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47855729481.799825,20311492.500000,27213103269.999933,58253400.733333,0,75068832751.799758,1816438886.000140
2025-11-21,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47895881169.699825,20311492.500000,27233414762.499933,58253400.733333,0,75129295932.199758,1818648665.666807
2025-11-22,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47936032857.599825,20311492.500000,27253726254.999933,58253400.733333,0,75189759112.599758,1820858445.333474
2025-11-23,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,47976184545.499825,20311492.500000,27274037747.499933,58253400.733333,0,75250222292.999758,1823068225.000141
2025-11-24,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48016336233.399825,20311492.500000,27294349239.999933,58253400.733333,0,75310685473.399758,1825278004.666808
2025-11-25,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48056487921.299825,20311492.500000,27314660732.499933,58253400.733333,0,75371148653.799758,1827487784.333475
2025-11-26,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48096639609.199825,20311492.500000,27334972224.999933,58253400.733333,0,75431611834.199758,1829697564.000142
2025-11-27,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48136791297.099825,20311492.500000,27355283717.499933,58253400.733333,0,75492075014.599758,1831907343.666809
2025-11-28,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48176942984.999825,20311492.500000,27375595209.999933,58253400.733333,0,75552538194.999758,1834117123.333476
2025-11-29,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48217094672.899825,20311492.500000,27395906702.499933,58253400.733333,0,75613001375.399758,1836326903.000143
2025-11-30,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48257246360.799825,20311492.500000,27416218194.999933,58253400.733333,0,75673464555.799758,1838536682.666810
2025-12-01,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48297398048.699825,20311492.500000,27436529687.499933,58253400.733333,0,75733927736.199758,1840746462.333477
2025-12-02,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48337549736.599825,20311492.500000,27456841179.999933,58253400.733333,0,75794390916.599758,1842956242.000144
2025-12-03,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48377701424.499825,20311492.500000,27477152672.499933,58253400.733333,0,75854854096.999758,1845166021.666811
2025-12-04,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48417853112.399825,20311492.500000,27497464164.999933,58253400.733333,0,75915317277.399758,1847375801.333478
2025-12-05,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48458004800.299825,20311492.500000,27517775657.499933,58253400.733333,0,75975780457.799758,1849585581.000145
2025-12-06,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48498156488.199825,20311492.500000,27538087149.999933,58253400.733333,0,76036243638.199758,1851795360.666812
2025-12-07,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48538308176.099825,20311492.500000,27558398642.499933,58253400.733333,0,76096706818.599758,1854005140.333479
2025-12-08,22534687.900000,9875000.000000,7900000.000000,7742000.000000,5530000.000000,5135000.000000,1746492.500000,2209779.666667,60463180.400000,40151687.900000,48578459863.999825,20311492.500000,27578710134.999933,58253400.733333,0,76157169998.999758,1856214920.000146
2025-12-09,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48617316336.161115,19656283.064516,27598366418.064449,56374258.774194,0,76215682754.225564,1858353416.451759
2025-12-10,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48656172808.322405,19656283.064516,27618022701.128965,56374258.774194,0,76274195509.451370,1860491912.903372
2025-12-11,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48695029280.483695,19656283.064516,27637678984.193481,56374258.774194,0,76332708264.677176,1862630409.354985
2025-12-12,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48733885752.644985,19656283.064516,27657335267.257997,56374258.774194,0,76391221019.902982,1864768905.806598
2025-12-13,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48772742224.806275,19656283.064516,27676991550.322513,56374258.774194,0,76449733775.128788,1866907402.258211
2025-12-14,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48811598696.967565,19656283.064516,27696647833.387029,56374258.774194,0,76508246530.354594,1869045898.709824
2025-12-15,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48850455169.128855,19656283.064516,27716304116.451545,56374258.774194,0,76566759285.580400,1871184395.161437
2025-12-16,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48889311641.290145,19656283.064516,27735960399.516061,56374258.774194,0,76625272040.806206,1873322891.613050
2025-12-17,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48928168113.451435,19656283.064516,27755616682.580577,56374258.774194,0,76683784796.032012,1875461388.064663
2025-12-18,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,48967024585.612725,19656283.064516,27775272965.645093,56374258.774194,0,76742297551.257818,1877599884.516276
2025-12-19,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,49005881057.774015,19656283.064516,27794929248.709609,56374258.774194,0,76800810306.483624,1879738380.967889
2025-12-20,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,49044737529.935305,19656283.064516,27814585531.774125,56374258.774194,0,76859323061.709430,1881876877.419502
2025-12-21,21807762.483871,9556451.612903,7645161.290323,7492258.064516,5351612.903226,4969354.838710,1690154.032258,2138496.451613,58512755.225806,38856472.161290,49083594002.096595,19656283.064516,27834241814.838641,56374258.774194,0,76917835816.935236,1884015373.871115
