id,chain,symbol,link
0x3c124fB80e6eedD88D108C2F04013AE5CD571Abc,1,USDFALCON,https://app.morpho.org/ethereum/vault/0x3c124fB80e6eedD88D108C2F04013AE5CD571Abc/falcon-usdf-core
0xb0f05E4De970A1aaf77f8C2F823953a367504BA9,1,USDC,https://app.morpho.org/ethereum/vault/0xb0f05E4De970A1aaf77f8C2F823953a367504BA9/falcon-usdc-core
