date,team_supply,investors_supply,protocol_launch_supply,bonding_curve_supply,initial_emissions_program_supply,bonding_curve_dexs,community_supply,gross_emissions_native,premine_unlocks_native,net_change_supply_native,burns_native,circulating_supply_native
2022-11-21,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,693,704.38"
2022-11-22,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,712,956.20"
2022-11-23,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,732,208.03"
2022-11-24,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,751,459.85"
2022-11-25,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,770,711.68"
2022-11-26,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,789,963.50"
2022-11-27,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,809,215.33"
2022-11-28,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,828,467.15"
2022-11-29,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,847,718.98"
2022-11-30,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,866,970.80"
2022-12-01,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,886,222.63"
2022-12-02,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,905,474.45"
2022-12-03,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,924,726.28"
2022-12-04,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,943,978.10"
2022-12-05,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,963,229.93"
2022-12-06,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"483,982,481.75"
2022-12-07,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,001,733.58"
2022-12-08,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,020,985.40"
2022-12-09,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,040,237.23"
2022-12-10,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,059,489.05"
2022-12-11,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,078,740.88"
2022-12-12,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,097,992.70"
2022-12-13,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,117,244.53"
2022-12-14,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,136,496.35"
2022-12-15,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,155,748.18"
2022-12-16,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,175,000.00"
2022-12-17,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,194,251.82"
2022-12-18,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,213,503.65"
2022-12-19,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,232,755.47"
2022-12-20,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,252,007.30"
2022-12-21,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,271,259.12"
2022-12-22,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,290,510.95"
2022-12-23,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,309,762.77"
2022-12-24,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,329,014.60"
2022-12-25,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,348,266.42"
2022-12-26,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,367,518.25"
2022-12-27,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,386,770.07"
2022-12-28,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,406,021.90"
2022-12-29,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,425,273.72"
2022-12-30,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,444,525.55"
2022-12-31,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,463,777.37"
2023-01-01,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,483,029.20"
2023-01-02,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,502,281.02"
2023-01-03,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,521,532.85"
2023-01-04,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,540,784.67"
2023-01-05,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,560,036.50"
2023-01-06,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,579,288.32"
2023-01-07,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,598,540.15"
2023-01-08,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,617,791.97"
2023-01-09,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,637,043.80"
2023-01-10,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,656,295.62"
2023-01-11,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,675,547.45"
2023-01-12,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,694,799.27"
2023-01-13,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,714,051.09"
2023-01-14,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,733,302.92"
2023-01-15,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,752,554.74"
2023-01-16,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,771,806.57"
2023-01-17,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,791,058.39"
2023-01-18,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,810,310.22"
2023-01-19,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,829,562.04"
2023-01-20,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,848,813.87"
2023-01-21,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,868,065.69"
2023-01-22,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,887,317.52"
2023-01-23,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,906,569.34"
2023-01-24,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,925,821.17"
2023-01-25,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,945,072.99"
2023-01-26,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,964,324.82"
2023-01-27,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"484,983,576.64"
2023-01-28,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,002,828.47"
2023-01-29,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,022,080.29"
2023-01-30,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,041,332.12"
2023-01-31,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,060,583.94"
2023-02-01,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,079,835.77"
2023-02-02,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,099,087.59"
2023-02-03,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,118,339.42"
2023-02-04,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,137,591.24"
2023-02-05,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,156,843.07"
2023-02-06,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,176,094.89"
2023-02-07,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,195,346.72"
2023-02-08,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,214,598.54"
2023-02-09,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,233,850.36"
2023-02-10,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,253,102.19"
2023-02-11,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,272,354.01"
2023-02-12,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,291,605.84"
2023-02-13,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,310,857.66"
2023-02-14,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,330,109.49"
2023-02-15,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,349,361.31"
2023-02-16,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,368,613.14"
2023-02-17,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,387,864.96"
2023-02-18,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,407,116.79"
2023-02-19,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,426,368.61"
2023-02-20,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,445,620.44"
2023-02-21,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,464,872.26"
2023-02-22,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,484,124.09"
2023-02-23,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,503,375.91"
2023-02-24,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,522,627.74"
2023-02-25,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,541,879.56"
2023-02-26,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,561,131.39"
2023-02-27,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,580,383.21"
2023-02-28,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,599,635.04"
2023-03-01,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,618,886.86"
2023-03-02,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,638,138.69"
2023-03-03,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,657,390.51"
2023-03-04,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,676,642.34"
2023-03-05,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,695,894.16"
2023-03-06,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,715,145.99"
2023-03-07,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,734,397.81"
2023-03-08,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,753,649.64"
2023-03-09,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,772,901.46"
2023-03-10,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,792,153.28"
2023-03-11,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,811,405.11"
2023-03-12,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,830,656.93"
2023-03-13,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,849,908.76"
2023-03-14,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,869,160.58"
2023-03-15,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,888,412.41"
2023-03-16,0,0,0,0,"19,251.82",0,0,0,"19,251.82","19,251.82",0,"485,907,664.23"
2023-03-17,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"486,676,797.27"
2023-03-18,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"487,445,930.30"
2023-03-19,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"488,215,063.33"
2023-03-20,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"488,984,196.36"
2023-03-21,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"489,753,329.39"
2023-03-22,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"490,522,462.42"
2023-03-23,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"491,291,595.46"
2023-03-24,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"492,060,728.49"
2023-03-25,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"492,829,861.52"
2023-03-26,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"493,598,994.55"
2023-03-27,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"494,368,127.58"
2023-03-28,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"495,137,260.61"
2023-03-29,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"495,906,393.65"
2023-03-30,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"496,675,526.68"
2023-03-31,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"497,444,659.71"
2023-04-01,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"498,213,792.74"
2023-04-02,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"498,982,925.77"
2023-04-03,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"499,752,058.81"
2023-04-04,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"500,521,191.84"
2023-04-05,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"501,290,324.87"
2023-04-06,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"502,059,457.90"
2023-04-07,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"502,828,590.93"
2023-04-08,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"503,597,723.96"
2023-04-09,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"504,366,857.00"
2023-04-10,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"505,135,990.03"
2023-04-11,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"505,905,123.06"
2023-04-12,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"506,674,256.09"
2023-04-13,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"507,443,389.12"
2023-04-14,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"508,212,522.15"
2023-04-15,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"508,981,655.19"
2023-04-16,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"509,750,788.22"
2023-04-17,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"510,519,921.25"
2023-04-18,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"511,289,054.28"
2023-04-19,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"512,058,187.31"
2023-04-20,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"512,827,320.35"
2023-04-21,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"513,596,453.38"
2023-04-22,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"514,365,586.41"
2023-04-23,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"515,134,719.44"
2023-04-24,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"515,903,852.47"
2023-04-25,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"516,672,985.50"
2023-04-26,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"517,442,118.54"
2023-04-27,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"518,211,251.57"
2023-04-28,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"518,980,384.60"
2023-04-29,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"519,749,517.63"
2023-04-30,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"520,518,650.66"
2023-05-01,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"521,287,783.69"
2023-05-02,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"522,056,916.73"
2023-05-03,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"522,826,049.76"
2023-05-04,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"523,595,182.79"
2023-05-05,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"524,364,315.82"
2023-05-06,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"525,133,448.85"
2023-05-07,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"525,902,581.88"
2023-05-08,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"526,671,714.92"
2023-05-09,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"527,440,847.95"
2023-05-10,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"528,209,980.98"
2023-05-11,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"528,979,114.01"
2023-05-12,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"529,748,247.04"
2023-05-13,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"530,517,380.08"
2023-05-14,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"531,286,513.11"
2023-05-15,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"532,055,646.14"
2023-05-16,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"532,824,779.17"
2023-05-17,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"533,593,912.20"
2023-05-18,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"534,363,045.23"
2023-05-19,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"535,132,178.27"
2023-05-20,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"535,901,311.30"
2023-05-21,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"536,670,444.33"
2023-05-22,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"537,439,577.36"
2023-05-23,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"538,208,710.39"
2023-05-24,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"538,977,843.42"
2023-05-25,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"539,746,976.46"
2023-05-26,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"540,516,109.49"
2023-05-27,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"541,285,242.52"
2023-05-28,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"542,054,375.55"
2023-05-29,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"542,823,508.58"
2023-05-30,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"543,592,641.62"
2023-05-31,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"544,361,774.65"
2023-06-01,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"545,130,907.68"
2023-06-02,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"545,900,040.71"
2023-06-03,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"546,669,173.74"
2023-06-04,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"547,438,306.77"
2023-06-05,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"548,207,439.81"
2023-06-06,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"548,976,572.84"
2023-06-07,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"549,745,705.87"
2023-06-08,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"550,514,838.90"
2023-06-09,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"551,283,971.93"
2023-06-10,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"552,053,104.96"
2023-06-11,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"552,822,238.00"
2023-06-12,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"553,591,371.03"
2023-06-13,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"554,360,504.06"
2023-06-14,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"555,129,637.09"
2023-06-15,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"555,898,770.12"
2023-06-16,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"556,667,903.16"
2023-06-17,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"557,437,036.19"
2023-06-18,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"558,206,169.22"
2023-06-19,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"558,975,302.25"
2023-06-20,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"559,744,435.28"
2023-06-21,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"560,513,568.31"
2023-06-22,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"561,282,701.35"
2023-06-23,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"562,051,834.38"
2023-06-24,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"562,820,967.41"
2023-06-25,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"563,590,100.44"
2023-06-26,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"564,359,233.47"
2023-06-27,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"565,128,366.50"
2023-06-28,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"565,897,499.54"
2023-06-29,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"566,666,632.57"
2023-06-30,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"567,435,765.60"
2023-07-01,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"568,204,898.63"
2023-07-02,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"568,974,031.66"
2023-07-03,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"569,743,164.69"
2023-07-04,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"570,512,297.73"
2023-07-05,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"571,281,430.76"
2023-07-06,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"572,050,563.79"
2023-07-07,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"572,819,696.82"
2023-07-08,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"573,588,829.85"
2023-07-09,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"574,357,962.89"
2023-07-10,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"575,127,095.92"
2023-07-11,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"575,896,228.95"
2023-07-12,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"576,665,361.98"
2023-07-13,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"577,434,495.01"
2023-07-14,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"578,203,628.04"
2023-07-15,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"578,972,761.08"
