date,team_supply,investors_supply,protocol_launch_supply,bonding_curve_supply,initial_emissions_program_supply,bonding_curve_dexs,community_supply,gross_emissions_native,premine_unlocks_native,net_change_supply_native,burns_native,circulating_supply_native
2023-07-16,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"579,741,894.11"
2023-07-17,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"580,511,027.14"
2023-07-18,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"581,280,160.17"
2023-07-19,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"582,049,293.20"
2023-07-20,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"582,818,426.23"
2023-07-21,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"583,587,559.27"
2023-07-22,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"584,356,692.30"
2023-07-23,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"585,125,825.33"
2023-07-24,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"585,894,958.36"
2023-07-25,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"586,664,091.39"
2023-07-26,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"587,433,224.43"
2023-07-27,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"588,202,357.46"
2023-07-28,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"588,971,490.49"
2023-07-29,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"589,740,623.52"
2023-07-30,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"590,509,756.55"
2023-07-31,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"591,278,889.58"
2023-08-01,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"592,048,022.62"
2023-08-02,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"592,817,155.65"
2023-08-03,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"593,586,288.68"
2023-08-04,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"594,355,421.71"
2023-08-05,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"595,124,554.74"
2023-08-06,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"595,893,687.77"
2023-08-07,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"596,662,820.81"
2023-08-08,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"597,431,953.84"
2023-08-09,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"598,201,086.87"
2023-08-10,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"598,970,219.90"
2023-08-11,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"599,739,352.93"
2023-08-12,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"600,508,485.97"
2023-08-13,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"601,277,619.00"
2023-08-14,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"602,046,752.03"
2023-08-15,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"602,815,885.06"
2023-08-16,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"603,585,018.09"
2023-08-17,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"604,354,151.12"
2023-08-18,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"605,123,284.16"
2023-08-19,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"605,892,417.19"
2023-08-20,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"606,661,550.22"
2023-08-21,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"607,430,683.25"
2023-08-22,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"608,199,816.28"
2023-08-23,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"608,968,949.31"
2023-08-24,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"609,738,082.35"
2023-08-25,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"610,507,215.38"
2023-08-26,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"611,276,348.41"
2023-08-27,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"612,045,481.44"
2023-08-28,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"612,814,614.47"
2023-08-29,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"613,583,747.50"
2023-08-30,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"614,352,880.54"
2023-08-31,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"615,122,013.57"
2023-09-01,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"615,891,146.60"
2023-09-02,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"616,660,279.63"
2023-09-03,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"617,429,412.66"
2023-09-04,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"618,198,545.70"
2023-09-05,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"618,967,678.73"
2023-09-06,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"619,736,811.76"
2023-09-07,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"620,505,944.79"
2023-09-08,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"621,275,077.82"
2023-09-09,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"622,044,210.85"
2023-09-10,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"622,813,343.89"
2023-09-11,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"623,582,476.92"
2023-09-12,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"624,351,609.95"
2023-09-13,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"625,120,742.98"
2023-09-14,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"625,889,876.01"
2023-09-15,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"626,659,009.04"
2023-09-16,"239,071","239,071.04","271,739.13",0,"19,251.82",0,0,0,"769,133.03","769,133.03",0,"627,428,142.08"
2023-09-17,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"628,108,017.73"
2023-09-18,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"628,787,893.38"
2023-09-19,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"629,467,769.04"
2023-09-20,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"630,147,644.69"
2023-09-21,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"630,827,520.34"
2023-09-22,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"631,507,396.00"
2023-09-23,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"632,187,271.65"
2023-09-24,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"632,867,147.30"
2023-09-25,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"633,547,022.95"
2023-09-26,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"634,226,898.61"
2023-09-27,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"634,906,774.26"
2023-09-28,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"635,586,649.91"
2023-09-29,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"636,266,525.57"
2023-09-30,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"636,946,401.22"
2023-10-01,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"637,626,276.87"
2023-10-02,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"638,306,152.53"
2023-10-03,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"638,986,028.18"
2023-10-04,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"639,665,903.83"
2023-10-05,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"640,345,779.49"
2023-10-06,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"641,025,655.14"
2023-10-07,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"641,705,530.79"
2023-10-08,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"642,385,406.45"
2023-10-09,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"643,065,282.10"
2023-10-10,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"643,745,157.75"
2023-10-11,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"644,425,033.41"
2023-10-12,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"645,104,909.06"
2023-10-13,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"645,784,784.71"
2023-10-14,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"646,464,660.36"
2023-10-15,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"647,144,536.02"
2023-10-16,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"647,824,411.67"
2023-10-17,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"648,504,287.32"
2023-10-18,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"649,184,162.98"
2023-10-19,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"649,864,038.63"
2023-10-20,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"650,543,914.28"
2023-10-21,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"651,223,789.94"
2023-10-22,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"651,903,665.59"
2023-10-23,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"652,583,541.24"
2023-10-24,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"653,263,416.90"
2023-10-25,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"653,943,292.55"
2023-10-26,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"654,623,168.20"
2023-10-27,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"655,303,043.86"
2023-10-28,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"655,982,919.51"
2023-10-29,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"656,662,795.16"
2023-10-30,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"657,342,670.81"
2023-10-31,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"658,022,546.47"
2023-11-01,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"658,702,422.12"
2023-11-02,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"659,382,297.77"
2023-11-03,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"660,062,173.43"
2023-11-04,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"660,742,049.08"
2023-11-05,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"661,421,924.73"
2023-11-06,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"662,101,800.39"
2023-11-07,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"662,781,676.04"
2023-11-08,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"663,461,551.69"
2023-11-09,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"664,141,427.35"
2023-11-10,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"664,821,303.00"
2023-11-11,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"665,501,178.65"
2023-11-12,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"666,181,054.31"
2023-11-13,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"666,860,929.96"
2023-11-14,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"667,540,805.61"
2023-11-15,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"668,220,681.27"
2023-11-16,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"668,900,556.92"
2023-11-17,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"669,580,432.57"
2023-11-18,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"670,260,308.22"
2023-11-19,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"670,940,183.88"
2023-11-20,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"671,620,059.53"
2023-11-21,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"672,299,935.18"
2023-11-22,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"672,979,810.84"
2023-11-23,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"673,659,686.49"
2023-11-24,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"674,339,562.14"
2023-11-25,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"675,019,437.80"
2023-11-26,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"675,699,313.45"
2023-11-27,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"676,379,189.10"
2023-11-28,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"677,059,064.76"
2023-11-29,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"677,738,940.41"
2023-11-30,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"678,418,816.06"
2023-12-01,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"679,098,691.72"
2023-12-02,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"679,778,567.37"
2023-12-03,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"680,458,443.02"
2023-12-04,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"681,138,318.67"
2023-12-05,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"681,818,194.33"
2023-12-06,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"682,498,069.98"
2023-12-07,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"683,177,945.63"
2023-12-08,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"683,857,821.29"
2023-12-09,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"684,537,696.94"
2023-12-10,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"685,217,572.59"
2023-12-11,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"685,897,448.25"
2023-12-12,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"686,577,323.90"
2023-12-13,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"687,257,199.55"
2023-12-14,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"687,937,075.21"
2023-12-15,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"688,616,950.86"
2023-12-16,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"689,296,826.51"
2023-12-17,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"689,976,702.17"
2023-12-18,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"690,656,577.82"
2023-12-19,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"691,336,453.47"
2023-12-20,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"692,016,329.13"
2023-12-21,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"692,696,204.78"
2023-12-22,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"693,376,080.43"
2023-12-23,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"694,055,956.08"
2023-12-24,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"694,735,831.74"
2023-12-25,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"695,415,707.39"
2023-12-26,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"696,095,583.04"
2023-12-27,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"696,775,458.70"
2023-12-28,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"697,455,334.35"
2023-12-29,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"698,135,210.00"
2023-12-30,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"698,815,085.66"
2023-12-31,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"699,494,961.31"
2024-01-01,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"700,174,836.96"
2024-01-02,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"700,854,712.62"
2024-01-03,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"701,534,588.27"
2024-01-04,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"702,214,463.92"
2024-01-05,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"702,894,339.58"
2024-01-06,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"703,574,215.23"
2024-01-07,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"704,254,090.88"
2024-01-08,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"704,933,966.54"
2024-01-09,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"705,613,842.19"
2024-01-10,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"706,293,717.84"
2024-01-11,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"706,973,593.49"
2024-01-12,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"707,653,469.15"
2024-01-13,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"708,333,344.80"
2024-01-14,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"709,013,220.45"
2024-01-15,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"709,693,096.11"
2024-01-16,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"710,372,971.76"
2024-01-17,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"711,052,847.41"
2024-01-18,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"711,732,723.07"
2024-01-19,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"712,412,598.72"
2024-01-20,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"713,092,474.37"
2024-01-21,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"713,772,350.03"
2024-01-22,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"714,452,225.68"
2024-01-23,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"715,132,101.33"
2024-01-24,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"715,811,976.99"
2024-01-25,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"716,491,852.64"
2024-01-26,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"717,171,728.29"
2024-01-27,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"717,851,603.94"
2024-01-28,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"718,531,479.60"
2024-01-29,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"719,211,355.25"
2024-01-30,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"719,891,230.90"
2024-01-31,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"720,571,106.56"
2024-02-01,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"721,250,982.21"
2024-02-02,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"721,930,857.86"
2024-02-03,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"722,610,733.52"
2024-02-04,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"723,290,609.17"
2024-02-05,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"723,970,484.82"
2024-02-06,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"724,650,360.48"
2024-02-07,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"725,330,236.13"
2024-02-08,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"726,010,111.78"
2024-02-09,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"726,689,987.44"
2024-02-10,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"727,369,863.09"
2024-02-11,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"728,049,738.74"
2024-02-12,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"728,729,614.40"
2024-02-13,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"729,409,490.05"
2024-02-14,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"730,089,365.70"
2024-02-15,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"730,769,241.35"
2024-02-16,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"731,449,117.01"
2024-02-17,"239,071","239,071.04","182,481.75",0,"19,251.82",0,0,0,"679,875.65","679,875.65",0,"732,128,992.66"
